catalog_item_id	display_name	object_type	source_repo	source_ref	source_path	skill_md_url	expected_skill_md_sha256	codex_install_name	codex_install_source	source_verification	dependency_scan	local_install_command_declared	strict_t1_eligibility	install_smoke_status	invoke_smoke_status	uninstall_smoke_status	review_status
ITEM-117	Comprehensive Drug Safety Profile	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug_safety_profile	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_safety_profile/SKILL.md	403547f4d007bf4fc0c0dd6bd1a8167a14f020fddea2ec39c43928a2fcce5093	drug_safety_profile	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_safety_profile	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-118	Comprehensive drug screening pipeline from molecular filtering through QED/ADMET criteria to protein-ligand docking, identifying promising drug candidates.	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug-screening-docking	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug-screening-docking/SKILL.md	55e39fdcabd1ed92ad5370054bddabc1f9dd92173a8d6227e797f563f99ce8e8	drug-screening-docking	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug-screening-docking	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-119	Comprehensive protein analysis combining InterProScan domain identification with BLAST similarity search to provide complete functional and evolutionary annotation.	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/comprehensive-protein-analysis	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/comprehensive-protein-analysis/SKILL.md	4057a27240e5374093acbfc35ee8d57ddbfac25f4ede17278c0d8110d39c45bc	comprehensive-protein-analysis	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/comprehensive-protein-analysis	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-120	Cross-Species Comparative Genomics	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/cross_species_genomics	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/cross_species_genomics/SKILL.md	56b52d3c4618ea4bbefd2ff001ac19b4a5b9fe884dd8c4183c3fe6927dc59a0d	cross_species_genomics	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/cross_species_genomics	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-121	Cross-Species Protein Comparison	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/protein_property_comparison	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/protein_property_comparison/SKILL.md	90097c3eb149e20688af6d7c11de4650093aefe0dbe8fd6de60c5449553437e4	protein_property_comparison	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/protein_property_comparison	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-122	Disease Knowledge Graph	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/disease_knowledge_graph	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/disease_knowledge_graph/SKILL.md	c47c0ef1fbb584bda6fc80c98cb15da14594d8f4c469e2baabaae178b0e79680	disease_knowledge_graph	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/disease_knowledge_graph	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-123	Disease Protein Profiling	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/disease_protein_profiling	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/disease_protein_profiling/SKILL.md	dac05f92712bba385acfd885dc9b52b27a69c224d831db57387e899e2d16aa75	disease_protein_profiling	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/disease_protein_profiling	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-124	Disease-Drug Landscape Analysis	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/disease_drug_landscape	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/disease_drug_landscape/SKILL.md	67a64931688dc644fdb2b7eb09c24865e4988a09b9153120cbe5bbd4c401a5cc	disease_drug_landscape	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/disease_drug_landscape	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-125	Disease-Specific Compound Screening	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/disease_compound_pipeline	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/disease_compound_pipeline/SKILL.md	d01891faa7b46a3903e5f8aaedb87ba2f1fa3a84028bfa264a063fa2e34c3170	disease_compound_pipeline	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/disease_compound_pipeline	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-126	Drug Metabolism Study	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug_metabolism_study	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_metabolism_study/SKILL.md	fc2edfc036d58c6434e1e1d3333a9d4b216f94bce4ad7eba3c9d424dc03b1f1d	drug_metabolism_study	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_metabolism_study	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-127	Drug Repurposing Screening	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug_repurposing_screen	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_repurposing_screen/SKILL.md	195ce6960be6d5f68d59f94d0890ef193748d345636dd906cc1a2d190dcddbdc	drug_repurposing_screen	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_repurposing_screen	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-128	Drug Target Identification Pipeline	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug_target_identification	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_target_identification/SKILL.md	c0bfb5e2a63f13877a10239cc9f71ef8b5af16376f51c5e4c437351d11a7e5ff	drug_target_identification	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_target_identification	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-129	Drug Toxicity Assessment	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/toxicity_assessment	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/toxicity_assessment/SKILL.md	07b8d0bdddad6dd681e512b42fbc3b9e4ffa52b5ede0d161056e8f2cef002eaa	toxicity_assessment	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/toxicity_assessment	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-130	Drug Warning Intelligence Report	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug_warning_report	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_warning_report/SKILL.md	f93899a9a423e0b9ca0249d854133f58df396e49277c2a4f897de31ff770bd0a	drug_warning_report	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_warning_report	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-131	Drug-Drug Interaction Checker	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug_interaction_checker	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_interaction_checker/SKILL.md	6f4147697768deaca504156178ef4b928ab00b2284a35448f03db9647f059dd0	drug_interaction_checker	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_interaction_checker	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-132	Drug-Indication Mapping	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug_indication_mapping	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_indication_mapping/SKILL.md	8e11d0e31556df156db99fe2c422bedc9cac0ba67106deab3eaaeaeaae18f501	drug_indication_mapping	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_indication_mapping	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-133	Drug-Target Structural Biology	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drug_target_structure	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_target_structure/SKILL.md	17d7d7eaa27b9cb4ad09edc08dd6b4ac3fdf15052bf120e518e19352b5bf887e	drug_target_structure	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drug_target_structure	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-134	earch biomedical literature and web content using Tavily search engine for research and clinical information.	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/biomedical-web-search	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/biomedical-web-search/SKILL.md	f90f30cb4f4502a8ab0d91eee6052d41b3389f0607b40d511a6926b699f9d453	biomedical-web-search	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/biomedical-web-search	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-135	Enzyme Active Site Engineering	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/enzyme_engineering	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/enzyme_engineering/SKILL.md	635f6753d257a0209bfb451cfb207c81b084c6046ccc8f767a4d29f4c58e50ca	enzyme_engineering	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/enzyme_engineering	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-136	Enzyme Inhibitor Design	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/enzyme_inhibitor_design	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/enzyme_inhibitor_design/SKILL.md	81b582491040daf458045ddc7c8e753fd869cf3d5561a56d650f4b47f551f36a	enzyme_inhibitor_design	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/enzyme_inhibitor_design	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-137	Epigenetics & Drug Response	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/epigenetics_drug	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/epigenetics_drug/SKILL.md	9c37547c34424f8ca346469147cace46af02c20de60d3db136e6bd320cde4266	epigenetics_drug	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/epigenetics_drug	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-138	Epigenetics & Drug Response	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/epigenetics_drug	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/epigenetics_drug/SKILL.md	9c37547c34424f8ca346469147cace46af02c20de60d3db136e6bd320cde4266	epigenetics_drug	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/epigenetics_drug	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-139	Full Protein Characterization	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/full_protein_analysis	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/full_protein_analysis/SKILL.md	6c6f4642929d2ce7b916ee3442dce3534a8d61f18c8f4227383d22e736d8ad81	full_protein_analysis	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/full_protein_analysis	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-140	Gene Comprehensive Lookup	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/gene_comprehensive_lookup	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_comprehensive_lookup/SKILL.md	524b514f1077dd6de33bc63637bbe7fe9427982f8966755b74109365e177ff30	gene_comprehensive_lookup	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_comprehensive_lookup	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-141	Gene Expression Atlas	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/gene_expression_atlas	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_expression_atlas/SKILL.md	4d57643b545d95dc5dca16afcc3f4c3b9ac09da0f5173f86acea2f5d795e2ec3	gene_expression_atlas	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_expression_atlas	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-142	Gene Family Evolution Analysis	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/gene_family_evolution	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_family_evolution/SKILL.md	e30b2909242a1563bb2a9297942d5de5659c859a2b8b1352c1434741cac62672	gene_family_evolution	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_family_evolution	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-143	Gene Ontology Analysis	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/go_term_analysis	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/go_term_analysis/SKILL.md	d6bfed9a5762355b91aeeef9935b1f9c0bd73fa35946dd717b485c35a2eb4683	go_term_analysis	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/go_term_analysis	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	pass	not_run	not_run	installable_but_not_strict_t1
ITEM-144	Gene Therapy Target Analysis	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/gene_therapy_target	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_therapy_target/SKILL.md	c67abd867e0b21491459f647d50e4807b3b1de275ce750a9e54dc357876f2775	gene_therapy_target	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_therapy_target	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-145	Gene-Disease Association Analysis	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/gene_disease_association	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_disease_association/SKILL.md	56afe6797bda6505ac560e6a2b50d26d98288a87520e78ad3da3fe7bd0732892	gene_disease_association	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_disease_association	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-146	Gene-to-Drug Discovery Pipeline	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/gene_to_drug_pipeline	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_to_drug_pipeline/SKILL.md	a8aaf0f8d6f699d187f9d34beea8d87f43c8b377a1721911b2769afddeb0b285	gene_to_drug_pipeline	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_to_drug_pipeline	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-147	Gene-Variant-Drug Nexus	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/gene_variant_drug_nexus	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_variant_drug_nexus/SKILL.md	f5ddcd656f2ccd168dbb0e440754c31463abbce8a113bd5f09e5dc55c9fc61c0	gene_variant_drug_nexus	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene_variant_drug_nexus	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-148	Generate new peptide molecules sampling from the input peptide sequence.	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drugsda-peptide-sampling	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drugsda-peptide-sampling/SKILL.md	fc7422778ada93230f963b38fe6f305e4b9947a86be1bcbd321328f8f057f505	drugsda-peptide-sampling	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drugsda-peptide-sampling	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-149	Genetic Counseling Variant Report	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/genetic_counseling_report	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/genetic_counseling_report/SKILL.md	ee1e4b4132e66c9cb62fc7051e0c35ba19dc1b494661153b5e61fceb59c64359	genetic_counseling_report	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/genetic_counseling_report	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-150	Genome Annotation Pipeline	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/genome_annotation	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/genome_annotation/SKILL.md	3d340210c1041d5dfbcad8f903db9d2a89167eb8e7c3f208f114129ca09055c6	genome_annotation	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/genome_annotation	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	pass	not_run	not_run	installable_but_not_strict_t1
ITEM-151	Given a gene symbol (e.g	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/gene-knowledge-integration	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene-knowledge-integration/SKILL.md	ab14aa6404bc6cae7c1368002f14755bea5990ec48d51bea3b7a7f9fd59bbd8a	gene-knowledge-integration	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/gene-knowledge-integration	sha256_pass	no_explicit_mcp_or_key	no	candidate_pending_runtime_smoke	not_run	not_run	not_run	eligible_t1_codex
ITEM-152	Given a protein sequence and its structure, employ ProSST model to predict mutation effects and obtain the top-k mutated sequences.	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/drugsda-prosst	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drugsda-prosst/SKILL.md	7c1b2ea6419d092ee9ccb0a5d6d53cf75c46ad9e94d57506f163bcfcbdb7e705	drugsda-prosst	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/drugsda-prosst	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-153	Given an rsID, query multiple databases (dbSNP, FAVOR, GWAS Catalog, ClinVar, gnomAD, PharmGKB, ClinGen) for comprehensive annotation	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/comprehensive-variant-annotation	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/comprehensive-variant-annotation/SKILL.md	69b56b766d1f0a37514e75343eb930874253708c8f446cc6e62f8d02220c7963	comprehensive-variant-annotation	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/comprehensive-variant-annotation	sha256_pass	no_explicit_mcp_or_key	no	candidate_pending_runtime_smoke	not_run	not_run	not_run	eligible_t1_codex
ITEM-154	Infectious Disease Analysis	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/infectious_disease_analysis	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/infectious_disease_analysis/SKILL.md	adab28ec94b584c427c4d7144958e47e8c266a1ff4cac83a91c662054a283897	infectious_disease_analysis	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/infectious_disease_analysis	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
ITEM-155	InterProScan Analysis Pipeline	Agent技能包	SpectrAI-Initiative/InnoClaw	67231f373deac3db29f685985a5632b6c0eb0f08	.claude/skills/interproscan_pipeline	https://github.com/SpectrAI-Initiative/InnoClaw/blob/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/interproscan_pipeline/SKILL.md	a9d81c1c915ded44abefdb3af21f4e9152556186ca5cc92171184fd15bc24782	interproscan_pipeline	https://github.com/SpectrAI-Initiative/InnoClaw/tree/67231f373deac3db29f685985a5632b6c0eb0f08/.claude/skills/interproscan_pipeline	sha256_pass	mcp_or_api_key	no	blocked_external_dependency	not_run	not_run	not_run	installable_but_not_strict_t1
